date,shop,total_sales
2020-12-24,Shop1,1914.53
2020-12-23,Shop1,1248.74
2020-12-22,Shop1,2691.12
2020-12-21,Shop1,2822.87
2020-12-19,Shop1,2325.72
2020-12-18,Shop1,1696.98
2020-12-17,Shop1,947.48
2020-12-16,Shop1,3453.79
2020-12-15,Shop1,5053.43
2020-12-14,Shop1,3324.18
2020-12-12,Shop1,1935.44
2020-12-11,Shop1,2129.55
2020-12-10,Shop1,3462.62
2020-12-09,Shop1,3483.08
2020-12-08,Shop1,3069.84
2020-12-07,Shop1,3799.57
2020-12-05,Shop1,2548.31
2020-12-04,Shop1,4208.19
2020-12-03,Shop1,1769.88
2020-12-02,Shop1,918.06
2020-12-01,Shop1,3175.41
2020-11-30,Shop1,3487.06
2020-11-28,Shop1,151.33
2020-11-27,Shop1,1950.98
2020-11-25,Shop1,5030.38
2020-11-24,Shop1,1194.35
2020-11-23,Shop1,2893.36
2020-11-21,Shop1,4595.64
2020-11-20,Shop1,2981.66
2020-11-19,Shop1,994.28
2020-11-18,Shop1,3143.01
2020-11-17,Shop1,7163.29
2020-11-16,Shop1,1083.32
2020-11-14,Shop1,3587.09
2020-11-13,Shop1,4074.52
2020-11-12,Shop1,2338.54
2020-11-11,Shop1,4936.43
2020-11-10,Shop1,3887.6
2020-11-09,Shop1,1128.54
2020-11-07,Shop1,4288.94
2020-11-06,Shop1,3082.75
2020-11-05,Shop1,1462.56
2020-11-04,Shop1,3856.72
2020-11-03,Shop1,3470.4
2020-11-02,Shop1,6781.43
2020-10-31,Shop1,3486.96
2020-10-30,Shop1,1696.14
2020-10-29,Shop1,1921.52
2020-10-28,Shop1,5362.03
2020-10-27,Shop1,5229.08
2020-10-26,Shop1,3114.75
2020-10-24,Shop1,3249.78
2020-10-23,Shop1,2017.29
2020-10-22,Shop1,2547.1
2020-10-21,Shop1,2508.67
2020-10-20,Shop1,2021.33
2020-10-19,Shop1,1670.12
2020-10-17,Shop1,4303.8
2020-10-16,Shop1,8079.98
2020-10-15,Shop1,1637.22
2020-10-14,Shop1,2634.82
2020-10-13,Shop1,4584.22
2020-10-12,Shop1,1778.46
2020-10-10,Shop1,7166.07
2020-10-09,Shop1,3466.1
2020-10-08,Shop1,2018.25
2020-10-07,Shop1,4268.55
2020-10-06,Shop1,4737.59
2020-10-05,Shop1,7041.25
2020-10-03,Shop1,4535.39
2020-10-02,Shop1,6416.63
2020-10-01,Shop1,304.55
2020-09-30,Shop1,2215.75
2020-09-29,Shop1,5889.88
2020-09-28,Shop1,4175.15
2020-09-26,Shop1,6639.34
2020-09-25,Shop1,937.55
2020-09-24,Shop1,2349.98
2020-09-23,Shop1,2769.08
2020-09-22,Shop1,8432.61
2020-09-21,Shop1,2894.71
2020-09-19,Shop1,4896.35
2020-09-18,Shop1,1501.32
2020-09-17,Shop1,3050.58
2020-09-16,Shop1,2049.22
2020-09-15,Shop1,4710.98
2020-09-14,Shop1,4779.13
2020-09-12,Shop1,7986.23
2020-09-11,Shop1,6504.13
2020-09-10,Shop1,5050.86
2020-09-09,Shop1,6455.37
2020-09-08,Shop1,6128.84
2020-09-05,Shop1,1726.11
2020-09-04,Shop1,2908.17
2020-09-03,Shop1,3872.56
2020-09-02,Shop1,6878.91
2020-09-01,Shop1,3323.6
2020-08-31,Shop1,6698.64
2020-08-29,Shop1,4385.23
2020-08-28,Shop1,3644.03
2020-08-27,Shop1,4837.06
2020-08-26,Shop1,6464.67
2020-08-25,Shop1,6085.1
2020-08-24,Shop1,3300.3
2020-08-22,Shop1,5876.53
2020-08-21,Shop1,5942.89
2020-08-20,Shop1,3893.15
2020-08-19,Shop1,4514.52
2020-08-18,Shop1,7588.35
2020-08-17,Shop1,2880.18
2020-08-15,Shop1,3994.15
2020-08-14,Shop1,6371.83
2020-08-13,Shop1,3797.11
2020-08-12,Shop1,4203.12
2020-08-11,Shop1,5530.46
2020-08-10,Shop1,3037.08
2020-08-08,Shop1,2201.06
2020-08-07,Shop1,4996.28
2020-08-06,Shop1,2453.98
2020-08-05,Shop1,5747.65
2020-08-04,Shop1,3405.74
2020-08-03,Shop1,2145.85
2020-08-01,Shop1,4002.18
2020-07-31,Shop1,5740.34
2020-07-30,Shop1,6085.8
2020-07-29,Shop1,5315.32
2020-07-28,Shop1,3713.0
2020-07-27,Shop1,6646.01
2020-07-25,Shop1,8773.49
2020-07-24,Shop1,6652.32
2020-07-23,Shop1,3544.73
2020-07-22,Shop1,4659.6
2020-07-21,Shop1,6321.53
2020-07-20,Shop1,7485.78
2020-07-18,Shop1,1885.49
2020-07-17,Shop1,4898.86
2020-07-16,Shop1,5408.53
2020-07-15,Shop1,3915.56
2020-07-14,Shop1,6622.48
2020-07-13,Shop1,4883.78
2020-07-11,Shop1,8211.74
2020-07-10,Shop1,4578.04
2020-07-09,Shop1,1303.1
2020-07-08,Shop1,3976.29
2020-07-07,Shop1,9536.0
2020-07-06,Shop1,1081.07
2020-07-03,Shop1,6906.98
2020-07-02,Shop1,6177.89
2020-07-01,Shop1,5432.57
2020-06-30,Shop1,5017.1
2020-06-29,Shop1,5317.53
2020-06-27,Shop1,4063.69
2020-06-26,Shop1,7725.98
2020-06-25,Shop1,4567.68
2020-06-24,Shop1,2821.22
2020-06-23,Shop1,2477.66
2020-06-22,Shop1,3289.68
2020-06-20,Shop1,8812.72
2020-06-19,Shop1,4794.83
2020-06-18,Shop1,1056.9
2020-06-17,Shop1,2995.45
2020-06-16,Shop1,6256.1
2020-06-15,Shop1,5778.46
2020-06-13,Shop1,3411.73
2020-06-12,Shop1,4710.13
2020-06-11,Shop1,1288.06
2020-06-10,Shop1,1776.27
2020-06-09,Shop1,6124.53
2020-06-08,Shop1,2051.99
2020-06-06,Shop1,5692.32
2020-06-05,Shop1,6001.26
2020-06-04,Shop1,3383.39
2020-06-03,Shop1,2486.02
2020-06-02,Shop1,3713.34
2020-06-01,Shop1,3244.48
2020-05-30,Shop1,5134.22
2020-05-29,Shop1,2291.75
2020-05-28,Shop1,4158.9
2020-05-27,Shop1,4565.56
2020-05-26,Shop1,851.01
2020-05-23,Shop1,2918.56
2020-05-22,Shop1,3615.1
2020-05-21,Shop1,6422.81
2020-05-20,Shop1,3763.9
2020-05-19,Shop1,2244.16
2020-05-18,Shop1,2740.9
2020-05-16,Shop1,2794.4
2020-05-15,Shop1,3801.81
2020-05-14,Shop1,2660.41
2020-05-13,Shop1,1960.99
2020-05-12,Shop1,1411.84
2020-05-11,Shop1,1764.63
2020-05-09,Shop1,3114.79
2020-05-08,Shop1,2130.57
2020-05-07,Shop1,1959.84
2020-05-06,Shop1,2831.52
2020-05-05,Shop1,39.99
2020-05-04,Shop1,2384.0
2020-05-02,Shop1,6801.9
2020-05-01,Shop1,1790.42
2020-04-30,Shop1,507.31
2020-04-29,Shop1,2806.39
2020-04-28,Shop1,3016.92
2020-04-27,Shop1,1983.03
2020-04-25,Shop1,2010.4
2020-04-24,Shop1,1738.08
2020-04-23,Shop1,2375.47
2020-04-22,Shop1,1676.19
2020-04-21,Shop1,2079.14
2020-04-20,Shop1,2558.69
2020-04-18,Shop1,3934.09
2020-04-17,Shop1,3407.37
2020-04-16,Shop1,1270.77
2020-04-15,Shop1,6138.16
2020-04-14,Shop1,1608.43
2020-04-13,Shop1,48.25
2020-04-11,Shop1,3671.19
2020-04-10,Shop1,3651.88
2020-04-09,Shop1,456.83
2020-04-08,Shop1,3046.81
2020-04-07,Shop1,1092.73
2020-04-06,Shop1,714.42
2020-04-04,Shop1,3039.73
2020-04-03,Shop1,486.03
2020-04-02,Shop1,1589.88
2020-04-01,Shop1,162.41
2020-03-31,Shop1,2409.68
2020-03-30,Shop1,4473.34
2020-03-28,Shop1,1727.34
2020-03-27,Shop1,2120.0
2020-03-26,Shop1,950.93
2020-03-24,Shop1,3853.89
2020-03-23,Shop1,64.79
2020-03-21,Shop1,2492.49
2020-03-20,Shop1,2167.56
2020-03-19,Shop1,1335.26
2020-03-18,Shop1,3297.22
2020-03-17,Shop1,2176.82
2020-03-16,Shop1,3276.47
2020-03-14,Shop1,3107.33
2020-03-13,Shop1,3877.92
2020-03-12,Shop1,4723.14
2020-03-11,Shop1,3217.33
2020-03-10,Shop1,2840.12
2020-03-09,Shop1,3215.28
2020-03-07,Shop1,6110.8
2020-03-06,Shop1,6286.26
2020-03-05,Shop1,4580.21
2020-03-04,Shop1,8250.11
2020-03-03,Shop1,1114.57
2020-03-02,Shop1,5368.37
2020-02-29,Shop1,4882.83
2020-02-28,Shop1,9226.52
2020-02-27,Shop1,1643.29
2020-02-26,Shop1,3308.46
2020-02-25,Shop1,6885.58
2020-02-24,Shop1,3738.74
2020-02-22,Shop1,2549.91
2020-02-21,Shop1,7497.45
2020-02-20,Shop1,1716.12
2020-02-19,Shop1,4968.32
2020-02-18,Shop1,4050.7
2020-02-17,Shop1,5194.87
2020-02-15,Shop1,5693.53
2020-02-14,Shop1,8351.84
2020-02-13,Shop1,2140.09
2020-02-12,Shop1,4752.35
2020-02-11,Shop1,2274.77
2020-02-10,Shop1,3142.48
2020-02-08,Shop1,5001.79
2020-02-07,Shop1,7136.87
2020-02-06,Shop1,2087.74
2020-02-05,Shop1,4001.66
2020-02-04,Shop1,4773.99
2020-02-03,Shop1,1633.06
2020-02-01,Shop1,6417.26
2020-01-31,Shop1,7955.56
2020-01-30,Shop1,7853.74
2020-01-29,Shop1,3897.88
2020-01-28,Shop1,1862.15
2020-01-27,Shop1,2217.63
2020-01-25,Shop1,9161.31
2020-01-24,Shop1,1375.25
2020-01-23,Shop1,1094.49
2020-01-22,Shop1,1772.73
2020-01-21,Shop1,4771.61
2020-01-20,Shop1,5654.7
2020-01-18,Shop1,4209.7
2020-01-17,Shop1,8678.24
2020-01-16,Shop1,2502.48
2020-01-15,Shop1,3981.08
2020-01-14,Shop1,1384.89
2020-01-13,Shop1,2662.56
2020-01-11,Shop1,4187.7
2020-01-10,Shop1,2847.91
2020-01-09,Shop1,4833.49
2020-01-08,Shop1,4248.04
2020-01-07,Shop1,5354.26
2020-01-06,Shop1,5578.63
2020-01-04,Shop1,4681.56
2020-01-03,Shop1,7635.75
2020-01-02,Shop1,1926.88
2019-12-31,Shop1,2132.85
2019-12-30,Shop1,5415.79
2019-12-28,Shop1,6255.47
2019-12-27,Shop1,6302.43
2019-12-26,Shop1,4455.17
2019-12-24,Shop1,2409.17
2019-12-23,Shop1,3948.69
2019-12-21,Shop1,3803.2
2019-12-20,Shop1,2296.27
2019-12-19,Shop1,2798.34
2019-12-18,Shop1,4048.12
2019-12-17,Shop1,3322.78
2019-12-16,Shop1,4235.04
2019-12-14,Shop1,6524.7
2019-12-13,Shop1,3876.34
2019-12-12,Shop1,684.42
2019-12-11,Shop1,4714.93
2019-12-10,Shop1,7000.43
2019-12-09,Shop1,4820.36
2019-12-07,Shop1,5228.17
2019-12-06,Shop1,3609.02
2019-12-05,Shop1,1587.74
2019-12-04,Shop1,3846.54
2019-12-03,Shop1,2549.04
2019-12-02,Shop1,3144.71
2019-11-30,Shop1,7163.09
2019-11-29,Shop1,2879.77
2019-11-27,Shop1,4145.87
2019-11-26,Shop1,2707.09
2019-11-25,Shop1,2249.66
2019-11-23,Shop1,9490.99
2019-11-22,Shop1,9501.21
2019-11-21,Shop1,1632.87
2019-11-20,Shop1,4485.63
2019-11-19,Shop1,2411.71
2019-11-18,Shop1,4864.88
2019-11-16,Shop1,5576.83
2019-11-15,Shop1,7574.34
2019-11-14,Shop1,3960.26
2019-11-13,Shop1,5938.2
2019-11-12,Shop1,3860.69
2019-11-11,Shop1,4431.35
2019-11-09,Shop1,5321.02
2019-11-08,Shop1,4578.67
2019-11-07,Shop1,4847.27
2019-11-06,Shop1,3065.08
2019-11-05,Shop1,1859.68
2019-11-04,Shop1,3554.09
2019-11-02,Shop1,10192.05
2019-11-01,Shop1,7833.29
2019-10-31,Shop1,2753.43
2019-10-30,Shop1,1836.29
2019-10-29,Shop1,3988.41
2019-10-28,Shop1,5168.41
2019-10-26,Shop1,7133.91
2019-10-25,Shop1,3207.36
2019-10-24,Shop1,3110.53
2019-10-23,Shop1,4621.12
2019-10-22,Shop1,2661.61
2019-10-21,Shop1,1954.29
2019-10-19,Shop1,8569.18
2019-10-18,Shop1,5392.46
2019-10-17,Shop1,1662.56
2019-10-16,Shop1,2700.17
2019-10-15,Shop1,2004.56
2019-10-14,Shop1,4749.94
2019-10-12,Shop1,11185.36
2019-10-11,Shop1,5554.32
2019-10-10,Shop1,3054.8
2019-10-09,Shop1,2606.43
2019-10-08,Shop1,5164.13
2019-10-07,Shop1,8224.64
2019-10-05,Shop1,5556.03
2019-10-04,Shop1,4530.89
2019-10-03,Shop1,2273.96
2019-10-02,Shop1,3001.45
2019-10-01,Shop1,4814.53
2019-09-30,Shop1,4427.61
2019-09-28,Shop1,6982.73
2019-09-27,Shop1,4147.46
2019-09-26,Shop1,1138.77
2019-09-25,Shop1,8348.28
2019-09-24,Shop1,3405.21
2019-09-23,Shop1,2281.46
2019-09-21,Shop1,3903.2
2019-09-20,Shop1,11670.67
2019-09-19,Shop1,5111.56
2019-09-18,Shop1,3968.33
2019-09-17,Shop1,4389.43
2019-09-16,Shop1,4623.73
2019-09-14,Shop1,2833.07
2019-09-13,Shop1,3533.04
2019-09-12,Shop1,1267.03
2019-09-11,Shop1,2818.72
2019-09-10,Shop1,3855.87
2019-09-09,Shop1,3007.41
2019-09-07,Shop1,6389.23
2019-09-06,Shop1,4768.66
2019-09-05,Shop1,4520.13
2019-09-04,Shop1,4297.77
2019-09-03,Shop1,6754.91
2019-08-31,Shop1,3635.36
2019-08-30,Shop1,5844.49
2019-08-29,Shop1,3436.07
2019-08-28,Shop1,4732.64
2019-08-27,Shop1,8478.15
2019-08-26,Shop1,4798.42
2019-08-24,Shop1,9278.98
2019-08-23,Shop1,3402.53
2019-08-22,Shop1,5401.34
2019-08-21,Shop1,3092.08
2019-08-20,Shop1,2543.75
2019-08-19,Shop1,5518.69
2019-08-17,Shop1,3377.18
2019-08-16,Shop1,5166.32
2019-08-15,Shop1,3428.83
2019-08-14,Shop1,5729.34
2019-08-13,Shop1,4903.49
2019-08-12,Shop1,5977.15
2019-08-10,Shop1,1828.34
2019-08-09,Shop1,10207.89
2019-08-08,Shop1,3349.03
2019-08-07,Shop1,5154.96
2019-08-06,Shop1,2026.26
2019-08-05,Shop1,7197.21
2019-08-03,Shop1,6872.84
2019-08-02,Shop1,4721.22
2019-08-01,Shop1,2796.62
2019-07-31,Shop1,5353.47
2019-07-30,Shop1,9465.52
2019-07-29,Shop1,4809.88
2019-07-27,Shop1,9602.38
2019-07-26,Shop1,4799.47
2019-07-25,Shop1,4907.57
2019-07-24,Shop1,4757.91
2019-07-23,Shop1,6949.88
2019-07-22,Shop1,8262.91
2019-07-20,Shop1,9157.56
2019-07-19,Shop1,5939.32
2019-07-18,Shop1,3058.34
2019-07-17,Shop1,4527.79
2019-07-16,Shop1,8402.83
2019-07-15,Shop1,3235.38
2019-07-13,Shop1,5857.64
2019-07-12,Shop1,5404.71
2019-07-11,Shop1,5714.13
2019-07-10,Shop1,6391.18
2019-07-09,Shop1,5934.32
2019-07-08,Shop1,2467.95
2019-07-06,Shop1,4428.34
2019-07-05,Shop1,6970.21
2019-07-03,Shop1,8323.35
2019-07-02,Shop1,10882.97
2019-07-01,Shop1,2358.23
2019-06-29,Shop1,6318.52
2019-06-28,Shop1,2039.24
2019-06-27,Shop1,5427.35
2019-06-26,Shop1,4288.12
2019-06-25,Shop1,4340.11
2019-06-24,Shop1,6482.2
2019-06-22,Shop1,5259.89
2019-06-21,Shop1,5390.06
2019-06-20,Shop1,1973.83
2019-06-19,Shop1,1964.01
2019-06-18,Shop1,5365.79
2019-06-17,Shop1,4309.04
2019-06-15,Shop1,5216.3
2019-06-14,Shop1,5652.78
2019-06-13,Shop1,2702.25
2019-06-12,Shop1,3956.52
2019-06-11,Shop1,7511.89
2019-06-10,Shop1,3993.52
2019-06-08,Shop1,5816.0
2019-06-07,Shop1,7796.62
2019-06-06,Shop1,3588.89
2019-06-05,Shop1,3502.31
2019-06-04,Shop1,2961.11
2019-06-03,Shop1,10078.95
2019-06-01,Shop1,2152.31
2019-05-31,Shop1,4402.46
2019-05-30,Shop1,5259.41
2019-05-29,Shop1,4606.44
2019-05-28,Shop1,3092.64
2019-05-25,Shop1,9255.77
2019-05-24,Shop1,7922.93
2019-05-23,Shop1,1979.05
2019-05-22,Shop1,6859.87
2019-05-21,Shop1,3643.21
2019-05-20,Shop1,8120.3
2019-05-18,Shop1,5286.77
2019-05-17,Shop1,6410.26
2019-05-16,Shop1,2238.66
2019-05-15,Shop1,2477.49
2019-05-14,Shop1,5125.88
2019-05-13,Shop1,5972.49
2019-05-11,Shop1,10252.05
2019-05-10,Shop1,7535.26
2019-05-09,Shop1,6040.0
2019-05-08,Shop1,6695.26
2019-05-07,Shop1,3002.99
2019-05-06,Shop1,7151.79
2019-05-04,Shop1,3410.03
2019-05-03,Shop1,2425.38
2019-05-02,Shop1,1876.69
2019-05-01,Shop1,7087.14
2019-04-30,Shop1,5806.8
2019-04-29,Shop1,9755.03
2019-04-27,Shop1,10509.35
2019-04-26,Shop1,7262.97
2019-04-25,Shop1,2061.27
2019-04-24,Shop1,8596.31
2019-04-23,Shop1,6119.76
2019-04-22,Shop1,6960.72
2019-04-20,Shop1,6802.47
2019-04-19,Shop1,8605.13
2019-04-18,Shop1,3585.5
2019-04-17,Shop1,7107.54
2019-04-16,Shop1,1047.84
2019-04-15,Shop1,9280.37
2019-04-13,Shop1,7607.74
2019-04-12,Shop1,6141.23
2019-04-11,Shop1,5040.56
2019-04-10,Shop1,5340.15
2019-04-09,Shop1,6531.24
2019-04-08,Shop1,4020.12
2019-04-06,Shop1,4264.17
2019-04-05,Shop1,5456.34
2019-04-04,Shop1,5200.18
2019-04-03,Shop1,9413.03
2019-04-02,Shop1,2500.71
2019-04-01,Shop1,1843.39
2019-03-30,Shop1,8895.76
2019-03-29,Shop1,2497.63
2019-03-28,Shop1,3795.87
2019-03-27,Shop1,2502.39
2019-03-26,Shop1,5612.75
2019-03-25,Shop1,2488.78
2019-03-23,Shop1,6437.35
2019-03-22,Shop1,3607.98
2019-03-21,Shop1,3259.16
2019-03-20,Shop1,7276.53
2019-03-19,Shop1,5957.92
2019-03-18,Shop1,4726.59
2019-03-16,Shop1,3935.02
2019-03-15,Shop1,8636.39
2019-03-14,Shop1,4539.99
2019-03-13,Shop1,2540.07
2019-03-12,Shop1,6531.25
2019-03-11,Shop1,6586.3
2019-03-09,Shop1,10489.42
2019-03-08,Shop1,2965.0
2019-03-07,Shop1,3014.44
2019-03-06,Shop1,3782.58
2019-03-05,Shop1,2833.28
2019-03-04,Shop1,3957.56
2019-03-02,Shop1,3616.59
2019-03-01,Shop1,3261.59
2019-02-28,Shop1,1151.18
2019-02-27,Shop1,4924.75
2019-02-26,Shop1,2118.28
2019-02-25,Shop1,4252.4
2019-02-23,Shop1,5522.92
2019-02-22,Shop1,4476.57
2019-02-21,Shop1,3779.93
2019-02-20,Shop1,4380.7
2019-02-19,Shop1,3467.8
2019-02-18,Shop1,6188.23
2019-02-16,Shop1,11390.25
2019-02-15,Shop1,6787.69
2019-02-14,Shop1,1595.32
2019-02-13,Shop1,3221.32
2019-02-12,Shop1,613.03
2019-02-11,Shop1,5222.83
2019-02-09,Shop1,5653.16
2019-02-08,Shop1,3507.6
2019-02-07,Shop1,4042.54
2019-02-06,Shop1,8005.41
2019-02-05,Shop1,2044.44
2019-02-04,Shop1,6476.44
2019-02-02,Shop1,6080.83
2019-02-01,Shop1,6740.24
2019-01-31,Shop1,947.34
2019-01-30,Shop1,3532.38
2019-01-29,Shop1,2809.53
2019-01-28,Shop1,3860.22
2019-01-26,Shop1,4087.68
2019-01-25,Shop1,6809.01
2019-01-24,Shop1,2397.15
2019-01-23,Shop1,970.92
2019-01-22,Shop1,2079.68
2019-01-21,Shop1,2938.99
2019-01-19,Shop1,10039.25
2019-01-18,Shop1,8162.38
2019-01-17,Shop1,3828.86
2019-01-16,Shop1,7387.13
2019-01-15,Shop1,4973.87
2019-01-14,Shop1,4377.34
2019-01-12,Shop1,5012.4
2019-01-11,Shop1,6999.9
2019-01-10,Shop1,2538.1
2019-01-09,Shop1,4997.29
2019-01-08,Shop1,3033.36
2019-01-07,Shop1,3110.01
2019-01-05,Shop1,4508.4
2019-01-04,Shop1,6886.14
2019-01-03,Shop1,2957.89
2019-01-02,Shop1,5181.06
2018-12-31,Shop1,8671.54
2018-12-29,Shop1,5663.27
2018-12-28,Shop1,9873.65
2018-12-27,Shop1,4991.31
2018-12-26,Shop1,3599.29
2018-12-22,Shop1,4267.58
2018-12-21,Shop1,6157.24
2018-12-20,Shop1,3921.22
2018-12-19,Shop1,6391.91
2018-12-18,Shop1,7784.59
2018-12-17,Shop1,7545.4
2018-12-15,Shop1,3522.4
2018-12-14,Shop1,2124.7
2018-12-13,Shop1,7491.19
2018-12-12,Shop1,1370.49
2018-12-11,Shop1,4348.73
2018-12-10,Shop1,2203.17
2018-12-08,Shop1,10259.01
2018-12-07,Shop1,4087.38
2018-12-06,Shop1,5929.75
2018-12-05,Shop1,4492.49
2018-12-04,Shop1,3930.66
2018-12-03,Shop1,8909.88
2018-12-01,Shop1,3852.8
2018-11-30,Shop1,8446.05
2018-11-29,Shop1,4742.8
2018-11-28,Shop1,3654.79
2018-11-27,Shop1,8209.77
2018-11-26,Shop1,3579.24
2018-11-24,Shop1,9963.62
2018-11-23,Shop1,4635.99
2018-11-21,Shop1,7548.84
2018-11-20,Shop1,2332.54
2018-11-19,Shop1,4902.22
2018-11-17,Shop1,6122.41
2018-11-16,Shop1,3110.54
2018-11-15,Shop1,3782.7
2018-11-14,Shop1,4228.37
2018-11-13,Shop1,5813.25
2018-11-12,Shop1,4921.38
2018-11-10,Shop1,3962.56
2018-11-09,Shop1,5497.72
2018-11-08,Shop1,4478.49
2018-11-07,Shop1,6455.94
2018-11-06,Shop1,1205.82
2018-11-05,Shop1,4082.7
2018-11-03,Shop1,6634.33
2018-11-02,Shop1,4922.91
2018-11-01,Shop1,1339.58
2018-10-31,Shop1,3852.0
2018-10-30,Shop1,6727.61
2018-10-29,Shop1,5795.8
2018-10-27,Shop1,4787.94
2018-10-26,Shop1,2031.58
2018-10-25,Shop1,3129.92
2018-10-24,Shop1,7429.82
2018-10-23,Shop1,6200.35
2018-10-22,Shop1,5187.15
2018-10-20,Shop1,10173.21
2018-10-19,Shop1,5915.15
2018-10-18,Shop1,2586.44
2018-10-17,Shop1,2761.74
2018-10-16,Shop1,4799.8
2018-10-15,Shop1,5557.31
2018-10-13,Shop1,6967.8
2018-10-12,Shop1,7027.59
2018-10-11,Shop1,2237.29
2018-10-10,Shop1,5384.41
2018-10-09,Shop1,3651.45
2018-10-08,Shop1,6037.84
2018-10-06,Shop1,8702.19
2018-10-05,Shop1,6937.09
2018-10-04,Shop1,392.58
2018-10-03,Shop1,5510.93
2018-10-02,Shop1,1596.01
2018-10-01,Shop1,4134.8
2018-09-29,Shop1,5721.0
2018-09-28,Shop1,3102.03
2018-09-27,Shop1,3196.62
2018-09-26,Shop1,2577.89
2018-09-25,Shop1,5319.48
2018-09-24,Shop1,4826.1
2018-09-22,Shop1,8503.64
2018-09-21,Shop1,4349.33
2018-09-20,Shop1,4922.73
2018-09-19,Shop1,3389.64
2018-09-18,Shop1,3907.89
2018-09-17,Shop1,5561.21
2018-09-15,Shop1,8013.38
2018-09-14,Shop1,5291.3
2018-09-13,Shop1,4869.55
2018-09-12,Shop1,4463.61
2018-09-11,Shop1,5041.64
2018-09-10,Shop1,4466.79
2018-09-08,Shop1,5696.48
2018-09-07,Shop1,9525.12
2018-09-06,Shop1,3423.28
2018-09-05,Shop1,6284.16
2018-09-04,Shop1,6853.49
2018-09-01,Shop1,6410.71
2018-08-31,Shop1,4205.3
2018-08-30,Shop1,4214.07
2018-08-29,Shop1,3931.92
2018-08-28,Shop1,6730.01
2018-08-27,Shop1,4326.21
2018-08-25,Shop1,2478.72
2018-08-24,Shop1,7509.27
2018-08-23,Shop1,5707.9
2018-08-22,Shop1,3361.39
2018-08-21,Shop1,8213.76
2018-08-20,Shop1,9028.48
2018-08-18,Shop1,4697.46
2018-08-17,Shop1,8870.88
2018-08-16,Shop1,9136.4
2018-08-15,Shop1,5212.82
2018-08-14,Shop1,3500.93
2018-08-13,Shop1,5799.48
2018-08-11,Shop1,6417.63
2018-08-10,Shop1,9833.61
2018-08-09,Shop1,1169.06
2018-08-08,Shop1,4335.96
2018-08-07,Shop1,4148.34
2018-08-06,Shop1,5513.87
2018-08-04,Shop1,6521.74
2018-08-03,Shop1,8030.32
2018-08-02,Shop1,4495.13
2018-08-01,Shop1,4285.71
2018-07-31,Shop1,1844.12
2018-07-30,Shop1,6117.79
2018-07-28,Shop1,3951.07
2018-07-27,Shop1,5129.26
2018-07-26,Shop1,5164.46
2018-07-25,Shop1,5484.41
2018-07-24,Shop1,3853.62
2018-07-23,Shop1,5125.73
2018-07-21,Shop1,4883.79
2018-07-20,Shop1,5847.57
2018-07-19,Shop1,6040.4
2018-07-18,Shop1,1870.51
2018-07-17,Shop1,3446.47
2018-07-16,Shop1,4843.99
2018-07-14,Shop1,8301.59
2018-07-13,Shop1,6060.34
2018-07-12,Shop1,885.81
2018-07-11,Shop1,11242.31
2018-07-10,Shop1,3926.43
2018-07-09,Shop1,5985.89
2018-07-07,Shop1,3084.89
2018-07-06,Shop1,7887.88
2018-07-05,Shop1,4691.01
2018-07-03,Shop1,5890.7
2018-07-02,Shop1,8923.45
2018-06-30,Shop1,7830.44
2018-06-29,Shop1,5083.78
2018-06-28,Shop1,3416.7
2018-06-27,Shop1,9844.51
2018-06-26,Shop1,4076.67
2018-06-25,Shop1,2991.1
2018-06-23,Shop1,4971.83
2018-06-22,Shop1,4045.84
2018-06-21,Shop1,2272.44
2018-06-20,Shop1,1359.76
2018-06-19,Shop1,4703.82
2018-06-18,Shop1,8186.38
2018-06-16,Shop1,6074.26
2018-06-15,Shop1,5359.6
2018-06-14,Shop1,1695.69
2018-06-13,Shop1,4483.09
2018-06-12,Shop1,1775.83
2018-06-11,Shop1,4360.5
2018-06-09,Shop1,2800.65
2018-06-08,Shop1,5125.41
2018-06-07,Shop1,6151.59
2018-06-06,Shop1,3775.83
2018-06-05,Shop1,7354.14
2018-06-04,Shop1,5158.46
2018-06-02,Shop1,8572.08
2018-06-01,Shop1,5200.84
2018-05-31,Shop1,5962.09
2018-05-30,Shop1,9161.88
2018-05-29,Shop1,3626.23
2018-05-26,Shop1,9068.39
2018-05-25,Shop1,8814.59
2018-05-24,Shop1,8841.0
2018-05-23,Shop1,3289.65
2018-05-22,Shop1,2372.66
2018-05-21,Shop1,2090.18
2018-05-19,Shop1,9305.54
2018-05-18,Shop1,6998.95
2018-05-17,Shop1,4223.12
2018-05-16,Shop1,8025.91
2018-05-15,Shop1,5582.43
2018-05-14,Shop1,6437.69
2018-05-12,Shop1,8998.34
2018-05-11,Shop1,6078.59
2018-05-10,Shop1,7021.29
2018-05-09,Shop1,3241.34
2018-05-08,Shop1,6374.74
2018-05-07,Shop1,6543.09
2018-05-05,Shop1,8520.88
2018-05-04,Shop1,14578.89
2018-05-03,Shop1,4263.17
2018-05-02,Shop1,11047.47
2018-05-01,Shop1,2151.88
2018-04-30,Shop1,2833.97
2018-04-28,Shop1,12388.29
2018-04-27,Shop1,9110.18
2018-04-26,Shop1,2028.32
2018-04-25,Shop1,10121.48
2018-04-24,Shop1,2863.86
2018-04-23,Shop1,7700.71
2018-04-21,Shop1,2238.48
2018-04-20,Shop1,3206.96
2018-04-19,Shop1,3967.23
2018-04-18,Shop1,5690.47
